name.unique	san	url	last_move_number
Alekhine Defense: Mokele Mbembe, Vavra Defense	1. e4 Nf6 2. e5 Ne4 3. d4 e6	https://lichess.org/K1XE2hkk	6
Alekhine Defense: Normal Variation	1. e4 Nf6 2. e5 Nd5	https://lichess.org/XsaDmOpj	4
Alekhine Defense: Scandinavian Variation	1. e4 Nf6 2. Nc3 d5	https://lichess.org/vAqHeY3F	4
Alekhine Defense: Scandinavian Variation, Geschev Gambit	1. e4 Nf6 2. Nc3 d5 3. exd5 c6	https://lichess.org/UFJKvkAA	6
Alekhine Defense: Scandinavian Variation, Myers Gambit	1. e4 Nf6 2. Nc3 d5 3. d3 dxe4 4. Bg5	https://lichess.org/Gh2rgMYS	7
Alekhine Defense: Spielmann Gambit	1. e4 Nf6 2. Nc3 d5 3. e5 Nfd7 4. e6	https://lichess.org/enqIdfLU	7
Alekhine Defense: Steiner Variation	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. b3	https://lichess.org/asnbTzv1	7
Alekhine Defense: Sämisch Attack	1. e4 Nf6 2. e5 Nd5 3. Nc3	https://lichess.org/IA672DPf	5
Alekhine Defense: The Squirrel	1. e4 Nf6 2. e5 Nd5 3. c4 Nf4	https://lichess.org/idFIvqee	6
Alekhine Defense: Two Pawn Attack	1. e4 Nf6 2. e5 Nd5 3. c4	https://lichess.org/ZBtPMMMb	5
Alekhine Defense: Two Pawn Attack, Lasker Variation	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5	https://lichess.org/RzIHvh8D	7
Alekhine Defense: Two Pawns Attack, Mikenas Variation	1. e4 Nf6 2. e5 Nd5 3. c4 Nb6 4. c5 Nd5 5. Bc4 e6 6. Nc3 d6	https://lichess.org/exkFJups	12
Alekhine Defense: Welling Variation	1. e4 Nf6 2. e5 Nd5 3. b3	https://lichess.org/KhvO280H	5
English Opening: Achilles-Omega Gambit	1. e4 Nf6 2. c4	https://lichess.org/1WqXwN8V	3
King's Pawn Game: Clam Variation, Radisch Gambit	1. e4 Nf6 2. d3 e5 3. f4 Bc5	https://lichess.org/k9FWxY5x	6
Alekhine Defense 2	1. e4 Nf6 2. e5 Nd5 3. d4	https://lichess.org/AKNrwzbH	5
Alekhine Defense 3	1. e4 Nf6 2. e5 Nd5 3. d4 d6	https://lichess.org/c8SgVIe4	6
Alekhine Defense 4	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4	https://lichess.org/q1jJIqZs	7
Alekhine Defense: Balogh Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Bc4	https://lichess.org/kHt5mT6R	7
Alekhine Defense: Exchange Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6	https://lichess.org/n2PuSgqz	9
Alekhine Defense: Exchange Variation, Karpov Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. exd6 cxd6 6. Nc3 g6 7. h3 Bg7 8. Nf3 O-O 9. Be2 Nc6 10. O-O Bf5 11. Bf4	https://lichess.org/LlxRHWXH	21
Alekhine Defense: Four Pawns Attack	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4	https://lichess.org/6aFc0fEK	9
Alekhine Defense: Four Pawns Attack, Cambridge Gambit	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 g5	https://lichess.org/EXfqwCDm	10
Alekhine Defense: Four Pawns Attack, Fianchetto Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 g6	https://lichess.org/c124vkmE	10
Alekhine Defense: Four Pawns Attack, Ilyin-Zhenevsky Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Nf3 Bg4 8. e6 fxe6 9. c5	https://lichess.org/osACJsbm	17
Alekhine Defense: Four Pawns Attack, Korchnoi Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Bf5 7. Nc3 e6 8. Nf3 Be7 9. Be2 O-O 10. O-O f6	https://lichess.org/SUF3ySv8	20
Alekhine Defense: Four Pawns Attack, Main Line	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Be3	https://lichess.org/w6xSs5yA	13
Alekhine Defense: Four Pawns Attack, Tartakower Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 dxe5 6. fxe5 Nc6 7. Be3 Bf5 8. Nc3 e6 9. Nf3 Qd7 10. Be2 O-O-O 11. O-O Be7	https://lichess.org/VYqQkX13	22
Alekhine Defense: Four Pawns Attack, Trifunovic Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. f4 Bf5	https://lichess.org/vT7KDaYA	10
Alekhine Defense: Hunt Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. c5	https://lichess.org/IwEJs3xz	9
Alekhine Defense: Modern Variation, Alekhine Gambit	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. c4 Nb6 5. Nf3 Bg4 6. Be2	https://lichess.org/mDAW4Ele	11
Alekhine Defense: O'Sullivan Gambit	1. e4 Nf6 2. e5 Nd5 3. d4 b5	https://lichess.org/rehM47Ew	6
Alekhine Defense: Modern Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3	https://lichess.org/DShN1LUT	7
Alekhine Defense: Modern Variation, Alburt Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 g6	https://lichess.org/R8CaeiTx	8
Alekhine Defense: Modern Variation, Keres Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 g6 5. Bc4 Nb6 6. Bb3 Bg7 7. a4	https://lichess.org/VrX6D1Fg	13
Alekhine Defense: Modern Variation, Larsen Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 dxe5	https://lichess.org/bg6gJAXl	8
Alekhine Defense: Modern Variation, Larsen-Haakert Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Nc6	https://lichess.org/VD3f0ctO	8
Alekhine Defense: Modern Variation, Schmid Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Nb6	https://lichess.org/Fs57iLG8	8
Alekhine Defense: Modern Variation, Alekhine Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4 5. c4	https://lichess.org/1H8P4btv	9
Alekhine Defense: Modern Variation, Flohr Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4 5. Be2 c6	https://lichess.org/X8xIyvwb	10
Alekhine Defense: Modern Variation, Main Line	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4	https://lichess.org/dhysG7qo	8
Alekhine Defense: Modern Variation, Panov Variation	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4 5. h3	https://lichess.org/Rc9jZSbX	9
Alekhine Defense: Modern Variation, Vitolins Attack	1. e4 Nf6 2. e5 Nd5 3. d4 d6 4. Nf3 Bg4 5. c4 Nb6 6. d5	https://lichess.org/REqhlZHM	11
Modern Defense 3	1. e4 g6	https://lichess.org/9EDlFvAj	2
Modern Defense 4	1. e4 g6 2. d4 Bg7	https://lichess.org/uJfTG4BO	4
Modern Defense: Anti-Modern	1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Bc4 d6 5. Qe2	https://lichess.org/A2nukQYf	9
Modern Defense: Bishop Attack	1. e4 g6 2. d4 Bg7 3. Bc4	https://lichess.org/uFfTeLo6	5
Modern Defense: Bishop Attack, Bücker Gambit	1. e4 g6 2. d4 Bg7 3. Bc4 b5	https://lichess.org/hYzA4Bc8	6
Modern Defense: Bishop Attack, Monkey's Bum	1. e4 g6 2. Bc4 Bg7 3. Qf3 e6 4. d4 Bxd4	https://lichess.org/J3yymAFO	8
Modern Defense: Dunworthy Variation	1. e4 g6 2. d4 Bg7 3. c4 d5 4. exd5 c6 5. dxc6 Bxd4	https://lichess.org/nlKPXp6t	10
Modern Defense: Fianchetto Gambit	1. e4 g6 2. d4 f5	https://lichess.org/xPQSKnRb	4
Modern Defense: Gurgenidze Defense	1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. f4 d5 5. e5 h5	https://lichess.org/G8tDMAnf	10
Modern Defense: Lizard Defense, Mittenberger Gambit	1. e4 g6 2. d4 Bg7 3. Nc3 d5	https://lichess.org/wsibqjGE	6
Modern Defense: Masur Gambit	1. e4 g6 2. d4 Nh6 3. Nc3 f5 4. Bxh6 Bxh6 5. exf5 O-O	https://lichess.org/GBr9cbYc	10
Modern Defense: Modern Pterodactyl	1. e4 g6 2. d4 Bg7 3. Nc3 c5	https://lichess.org/qDWXgpmZ	6
Modern Defense: Mongredien Defense 1	1. e4 g6 2. d4 Bg7 3. Nc3 b6	https://lichess.org/N3iPdR1S	6
Modern Defense: Mongredien Defense 2	1. e4 g6 2. d4 Bg7 3. Nf3 b6	https://lichess.org/rtIUnDBC	6
Modern Defense: Norwegian Defense	1. e4 g6 2. d4 Nf6	https://lichess.org/mgRmupMX	4
Modern Defense: Norwegian Defense, Norwegian Gambit	1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. Be2 d6	https://lichess.org/td2KWlAJ	8
Modern Defense: Pseudo-Austrian Attack	1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. f4	https://lichess.org/t8Wf18tu	7
Modern Defense: Semi-Averbakh Variation, Pterodactyl Variation Declined	1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nf3 d6 5. Be2 Qa5+	https://lichess.org/sLFWFQOV	10
Modern Defense: Standard Defense	1. e4 g6 2. d4 Bg7 3. Nc3 d6	https://lichess.org/PcczDsd5	6
Modern Defense: Standard Line	1. e4 g6 2. d4 Bg7 3. Nc3	https://lichess.org/W6SQvamf	5
Modern Defense: Three Pawns Attack	1. e4 g6 2. d4 Bg7 3. f4	https://lichess.org/fsSTiTQe	5
Modern Defense: Two Knights Variation	1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3	https://lichess.org/oaFNjrOY	7
Modern Defense: Two Knights Variation, Suttles Variation	1. e4 g6 2. d4 Bg7 3. Nc3 c6 4. Nf3 d6	https://lichess.org/YAVuFl2p	8
Modern Defense: Two Knights Variation, Suttles Variation, Tal Gambit	1. e4 g6 2. d4 Bg7 3. Nc3 d6 4. Nf3 c6 5. Bg5 Qb6 6. Qd2 Qxb2	https://lichess.org/UIzsCT96	12
Modern Defense: Westermann Gambit	1. e4 g6 2. d4 Bg7 3. Bd2	https://lichess.org/4t2tcMim	5
Modern Defense: Wind Gambit	1. e4 g6 2. d4 Bg7 3. Bd3	https://lichess.org/yh8J2UPg	5
Norwegian Defense	1. e4 g6 2. d4 Nf6 3. e5 Nh5 4. g4 Ng7	https://lichess.org/SMOc1Fvt	8
Pterodactyl Defense: Austrian, Austriadactylus Western	1. e4 g6 2. d4 Bg7 3. f4 c5 4. Nf3 Qa5+	https://lichess.org/09lZ6OGg	8
Pterodactyl Defense: Austrian, Grand Prix Pterodactyl	1. e4 g6 2. Nc3 Bg7 3. f4 c5 4. Nf3 Qa5	https://lichess.org/csqMWklL	8
Pterodactyl Defense: Austrian, Pteranodon	1. e4 g6 2. d4 Bg7 3. f4 c5 4. c3 Qa5	https://lichess.org/ZVUPPLmT	8
Pterodactyl Defense: Central, Anhanguera	1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nc3 d6 5. Be3 Qa5	https://lichess.org/CW3wChtb	10
Pterodactyl Defense: Central, Benoni Quetzalcoatlus	1. e4 g6 2. d4 Bg7 3. c4 c5 4. d5 d6 5. Nc3 Qa5	https://lichess.org/Lbl64dX0	10
Pterodactyl Defense: Central, Quetzalcoatlus Gambit	1. e4 g6 2. d4 Bg7 3. c4 c5 4. Nc3 d6 5. dxc5 Qa5	https://lichess.org/NAvAUs8P	10
Pterodactyl Defense: Eastern, Anhanguera	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. Be3	https://lichess.org/2LugPbwF	7
Pterodactyl Defense: Eastern, Benoni	1. d4 g6 2. e4 Bg7 3. Nc3 c5 4. d5	https://lichess.org/92usHG1G	7
Pterodactyl Defense: Eastern, Benoni Pteranodon	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. d5 Bxc3+ 5. bxc3 Qa5	https://lichess.org/PbL76aig	10
Pterodactyl Defense: Eastern, Benoni Pterodactyl	1. d4 g6 2. Nc3 Bg7 3. e4 c5 4. d5 Qa5	https://lichess.org/k7jXDMI3	8
Pterodactyl Defense: Eastern, Pteranodon	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. dxc5 Bxc3+ 5. bxc3 Qa5	https://lichess.org/TktyRrLv	10
Pterodactyl Defense: Eastern, Pterodactyl	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. dxc5 Qa5	https://lichess.org/MZ4e2c8i	8
Pterodactyl Defense: Eastern, Rhamphorhynchus	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. dxc5	https://lichess.org/GjlmPn3Z	7
Pterodactyl Defense: Fianchetto, King Pterodactyl	1. e4 g6 2. d4 Bg7 3. g3 c5 4. Nf3 Qa5+	https://lichess.org/je9nwFSI	8
Pterodactyl Defense: Fianchetto, Rhamphorhynchus	1. e4 g6 2. d4 Bg7 3. g3 c5 4. dxc5 Qa5+	https://lichess.org/KyxWMutb	8
Pterodactyl Defense: Sicilian, Quetzalcoatlus	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. Nf3 Qa5 5. Be2 d6	https://lichess.org/4OrmibcB	10
Pterodactyl Defense: Sicilian, Siroccopteryx	1. e4 g6 2. d4 Bg7 3. Nc3 c5 4. Nf3 Qa5 5. Bc4	https://lichess.org/dabSJMVr	9
Pterodactyl Defense: Western, Anhanguera	1. e4 g6 2. d4 Bg7 3. Nf3 c5 4. Be3 Qa5+	https://lichess.org/htWt9jYa	8
Pterodactyl Defense: Western, Siroccopteryx	1. e4 g6 2. Nf3 Bg7 3. d4 c5 4. Bc4 cxd4 5. Nxd4 Qa5+	https://lichess.org/qKXMR782	10
Rat Defense: Accelerated Gurgenidze	1. e4 g6 2. d4 d6 3. Nc3 c6	https://lichess.org/NXFPUqLK	6
Czech Defense	1. e4 d6 2. d4 Nf6 3. Nc3 c6	https://lichess.org/z7QfRjuu	6
Lion Defense: Anti-Philidor	1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4	https://lichess.org/Yl8FcKk9	7
Lion Defense: Anti-Philidor, Lion's Cave	1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5	https://lichess.org/kJYzkHnq	8
Lion Defense: Anti-Philidor, Lion's Cave, Lion Claw Gambit	1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. f4 e5 5. Nf3 exd4 6. Qxd4 c6 7. Bc4 d5	https://lichess.org/ZOd8cq97	14
Lion Defense: Bayonet Attack	1. e4 d6 2. d4 Nf6 3. Nc3 Nbd7 4. g4	https://lichess.org/6eEreGXX	7
Modern Defense: Geller's System	1. e4 g6 2. d4 Bg7 3. Nf3 d6 4. c3	https://lichess.org/zfZ0LrGJ	7
Philidor Defense: Lion Variation, Lion's Claw 1	1. e4 d6 2. d4 Nf6 3. Nc3 c6 4. Be2 Nbd7 5. Nf3 e5 6. O-O Be7	https://lichess.org/BVkxTzAi	12
Pirc Defense 4	1. e4 d6 2. d4 Nf6 3. Nc3	https://lichess.org/XMOjzoDS	5
Pirc Defense 5	1. e4 d6 2. d4 Nf6 3. Nc3 g6	https://lichess.org/sWpjYb5x	6
Pirc Defense: 150 Attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. Qd2	https://lichess.org/NqX8ahNJ	9
Pirc Defense: 150 Attack, Inner Doll Defense	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. Qd2 Bg4	https://lichess.org/UibnhPC1	10
Pirc Defense: 150 Attack, Sveshnikov-Jansa Attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be3 c6 5. h3	https://lichess.org/RrUti6qg	9
Pirc Defense: Bayonet Attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2 Bg7 5. h4	https://lichess.org/LayvPc2M	9
Pirc Defense: Byrne Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Bg5	https://lichess.org/uogSZqxQ	7
Pirc Defense: Chinese Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2 Bg7 5. g4	https://lichess.org/8jejFTPk	9
Pirc Defense: Classical Variation 1	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Be2	https://lichess.org/czW1AfUH	7
Pirc Defense: Kholmov System	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Bc4	https://lichess.org/k2ZZN9Hy	7
Pirc Defense: Sveshnikov System	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. g3	https://lichess.org/q1EW4mlK	7
Pirc Defense: Classical Variation 2	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3	https://lichess.org/JHM7BxFO	7
Pirc Defense: Classical Variation 3	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7	https://lichess.org/Ia0VKI5w	8
Pirc Defense: Classical Variation, Quiet System	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2	https://lichess.org/t70vkFiH	9
Pirc Defense: Classical Variation, Quiet System, Chigorin Line	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O Nc6	https://lichess.org/tj9eaW7y	12
Pirc Defense: Classical Variation, Quiet System, Czech Defense	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O c6	https://lichess.org/fFN6BP9z	12
Pirc Defense: Classical Variation, Quiet System, Parma Defense	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. Be2 O-O 6. O-O Bg4	https://lichess.org/e1vk6QHf	12
Pirc Defense: Classical Variation, Schlechter Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. Nf3 Bg7 5. h3	https://lichess.org/WBrFWUiv	9
Pirc Defense: Austrian Attack 1	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4	https://lichess.org/51R7yCo5	7
Pirc Defense: Austrian Attack 2	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O	https://lichess.org/P0xqeEpS	10
Pirc Defense: Austrian Attack, Dragon Formation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 c5	https://lichess.org/ECHY0BW0	10
Pirc Defense: Austrian Attack, Kurajica Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Be3	https://lichess.org/YEV8UMb0	11
Pirc Defense: Austrian Attack, Ljubojevic Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Bc4	https://lichess.org/cnJYJlKT	9
Pirc Defense: Austrian Attack, Unzicker Attack	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. e5	https://lichess.org/yms9W2hp	11
Pirc Defense: Austrian Attack, Unzicker Attack, Bronstein Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. e5 Nfd7 7. h4	https://lichess.org/WGJJQOiA	13
Pirc Defense: Austrian Attack, Weiss Variation	1. e4 d6 2. d4 Nf6 3. Nc3 g6 4. f4 Bg7 5. Nf3 O-O 6. Bd3	https://lichess.org/NvR5BW4S	11
Caro-Kann Defense 1	1. e4 c6	https://lichess.org/IbiOaAqA	2
Caro-Kann Defense 2	1. e4 c6 2. Nc3	https://lichess.org/N01lXNFa	3
Caro-Kann Defense 3	1. e4 c6 2. Nc3 d5	https://lichess.org/LJr3VPqs	4
Caro-Kann Defense: Accelerated Panov Attack 1	1. e4 c6 2. c4	https://lichess.org/ajT2rW1X	3
Caro-Kann Defense: Accelerated Panov Attack 2	1. e4 c6 2. c4 d5	https://lichess.org/QBeI81Sy	4
Caro-Kann Defense: Accelerated Panov Attack, Modern Variation	1. e4 c6 2. c4 d5 3. exd5 cxd5 4. cxd5 Nf6	https://lichess.org/JIWXMOBc	8
Caro-Kann Defense: Accelerated Panov Attack, Open Variation	1. e4 c6 2. c4 e5	https://lichess.org/ZUgg421o	4
Caro-Kann Defense: Accelerated Panov Attack, Pseudo-Scandinavian	1. e4 c6 2. c4 d5 3. exd5 Qxd5	https://lichess.org/m9LxSwif	6
Caro-Kann Defense: Accelerated Panov Attack, Van Weersel Attack	1. e4 c6 2. c4 d5 3. cxd5 cxd5 4. Qb3	https://lichess.org/2PTZY8C3	7
Caro-Kann Defense: Breyer Variation	1. e4 c6 2. d3	https://lichess.org/y6xlvnEU	3
Caro-Kann Defense: Breyer Variation, Stein Attack	1. e4 c6 2. d3 d5 3. Nd2 g6 4. Ngf3 Bg7 5. g3 e5 6. Bg2 Ne7 7. O-O O-O 8. b4	https://lichess.org/B0f2zxOm	15
Caro-Kann Defense: Euwe Attack	1. e4 c6 2. b3	https://lichess.org/WuaE9fNH	3
Caro-Kann Defense: Goldman Variation	1. e4 c6 2. Nc3 d5 3. Qf3	https://lichess.org/Sru7L0zO	5
Caro-Kann Defense: Hector Gambit	1. e4 c6 2. Nc3 d5 3. Nf3 dxe4 4. Ng5	https://lichess.org/sovA3mUb	7
Caro-Kann Defense: Hillbilly Attack	1. e4 c6 2. Bc4	https://lichess.org/IvGJaJ8S	3
Caro-Kann Defense: Hillbilly Attack, Schaeffer Gambit	1. e4 c6 2. Bc4 d5 3. Bb3 dxe4 4. Qh5	https://lichess.org/Y7fZMTzY	7
Caro-Kann Defense: Labahn Attack	1. e4 c6 2. b4	https://lichess.org/oT7yOqqf	3
Caro-Kann Defense: Labahn Attack, Double Gambit	1. e4 c6 2. b4 d5 3. b5	https://lichess.org/H3YxSqDy	5
Caro-Kann Defense: Labahn Attack, Polish Variation	1. e4 c6 2. b4 e5 3. Bb2	https://lichess.org/f3fT0NvH	5
Caro-Kann Defense: Scorpion-Horus Gambit	1. e4 c6 2. Nc3 d5 3. d3 dxe4 4. Bg5	https://lichess.org/7wIQvWYs	7
Caro-Kann Defense: Spike Variation	1. e4 c6 2. g4	https://lichess.org/LQZaG6Va	3
Caro-Kann Defense: Spike Variation, Scorpion-Grob Gambit	1. e4 c6 2. g4 d5 3. Nc3 dxe4 4. d3	https://lichess.org/kELGrYUy	7
Caro-Kann Defense: Toikkanen Gambit	1. e4 c6 2. c4 d5 3. e5	https://lichess.org/JjwYCN6f	5
Caro-Kann Defense: Two Knights Attack	1. e4 c6 2. Nc3 d5 3. Nf3	https://lichess.org/8ArWqYIV	5
Caro-Kann Defense: Two Knights Attack, Mindeno Variation	1. e4 c6 2. Nc3 d5 3. Nf3 Bg4	https://lichess.org/pZTJnGof	6
Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Exchange Line	1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bxf3	https://lichess.org/W1KE95je	8
Caro-Kann Defense: Two Knights Attack, Mindeno Variation, Retreat Line	1. e4 c6 2. Nc3 d5 3. Nf3 Bg4 4. h3 Bh5	https://lichess.org/WU3zlUV4	8
Caro-Kann Defense 4	1. e4 c6 2. d4	https://lichess.org/IrW2Cd0N	3
Caro-Kann Defense 5	1. e4 c6 2. d4 d5	https://lichess.org/v2VmObEI	4
Caro-Kann Defense: Advance Variation	1. e4 c6 2. d4 d5 3. e5	https://lichess.org/MXgUKhir	5
Caro-Kann Defense: Advance Variation, Bayonet Attack	1. e4 c6 2. d4 d5 3. e5 Bf5 4. g4	https://lichess.org/DOQ0njOS	7
Caro-Kann Defense: Advance Variation, Botvinnik-Carls Defense	1. e4 c6 2. d4 d5 3. e5 c5	https://lichess.org/dm5gKgKr	6
Caro-Kann Defense: Advance Variation, Bronstein Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Ne2	https://lichess.org/2qq6fni6	7
Caro-Kann Defense: Advance Variation, Prins Attack	1. e4 c6 2. d4 d5 3. e5 Bf5 4. b4	https://lichess.org/FalOQ3os	7
Caro-Kann Defense: Advance Variation, Short Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nf3	https://lichess.org/BW7vVCde	7
Caro-Kann Defense: Advance Variation, Tal Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. h4	https://lichess.org/fS1nWl0D	7
Caro-Kann Defense: Advance Variation, Van der Wiel Attack 1	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3	https://lichess.org/6N4f38kn	7
Caro-Kann Defense: Advance Variation, Van der Wiel Attack 2	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 e6 5. g4 Bg6 6. Nge2 c5 7. h4	https://lichess.org/JEtc0l6A	13
Caro-Kann Defense: Advance Variation, Van der Wiel Attack, Dreyev Defense	1. e4 c6 2. d4 d5 3. e5 Bf5 4. Nc3 Qb6	https://lichess.org/ap4rUe0J	8
Caro-Kann Defense: Advance, Short Variation	1. e4 c6 2. d4 d5 3. e5 Bf5 4. c3 e6 5. Be2	https://lichess.org/PgXhEDhS	9
Caro-Kann Defense: De Bruycker Defense 1	1. e4 c6 2. d4 Na6	https://lichess.org/XAPAA52N	4
Caro-Kann Defense: De Bruycker Defense 2	1. e4 c6 2. d4 Na6 3. Nc3 Nc7	https://lichess.org/JmSJnGpp	6
Caro-Kann Defense: Edinburgh Variation	1. e4 c6 2. d4 d5 3. Nd2 Qb6	https://lichess.org/PZCSI270	6
Caro-Kann Defense: Maróczy Variation	1. e4 c6 2. d4 d5 3. f3	https://lichess.org/F5FWJNlP	5
Caro-Kann Defense: Maróczy Variation, Maróczy Gambit	1. e4 c6 2. d4 d5 3. f3 dxe4 4. fxe4 e5 5. Nf3 exd4 6. Bc4	https://lichess.org/OMKSJUpq	11
Caro-Kann Defense: Masi Variation	1. e4 c6 2. d4 Nf6	https://lichess.org/0qTeSe2w	4
Caro-Kann Defense: Massachusetts Defense	1. e4 c6 2. d4 f5	https://lichess.org/UfzWWgDT	4
Caro-Kann Defense: Mieses Attack, Landau Gambit	1. e4 c6 2. d4 d5 3. Bd3 Nf6 4. e5 Nfd7 5. e6	https://lichess.org/t86xANC3	9
Caro-Kann Defense: Mieses Gambit	1. e4 c6 2. d4 d5 3. Be3	https://lichess.org/g5kIsnir	5
Caro-Kann Defense: Modern Variation	1. e4 c6 2. d4 d5 3. Nd2	https://lichess.org/VpzifL89	5
Caro-Kann Defense: Ulysses Gambit	1. e4 c6 2. d4 d5 3. Nf3 dxe4 4. Ng5	https://lichess.org/ATXmtNoi	7
Caro-Kann Defense: Exchange Variation	1. e4 c6 2. d4 d5 3. exd5	https://lichess.org/9566n3bQ	5
Caro-Kann Defense: Exchange Variation, Bulla Attack	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. g4	https://lichess.org/DxiH9Kbn	7
Caro-Kann Defense: Exchange Variation, Rubinstein Variation	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. Bd3 Nc6 5. c3 Nf6 6. Bf4	https://lichess.org/4S0VUcFw	11
Caro-Kann Defense: Panov Attack 1	1. e4 c6 2. d4 d5 3. exd5 cxd5 4. c4	https://lichess.org/OEQWybLt	7
