name.unique	san	url
French Defense: Alekhine-Chatard Attack	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4	https://lichess.org/Fti3XQUF
French Defense: Alekhine-Chatard Attack, Albin-Chatard Gambit	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 Bxg5 7. hxg5 Qxg5	https://lichess.org/YGDAxtKO
French Defense: Alekhine-Chatard Attack, Breyer Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 c5	https://lichess.org/DWK1ryyT
French Defense: Alekhine-Chatard Attack, Maróczy Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 a6	https://lichess.org/oVPrl45N
French Defense: Alekhine-Chatard Attack, Spielmann Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 O-O	https://lichess.org/RQF9LSLj
French Defense: Alekhine-Chatard Attack, Teichmann Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. h4 f6	https://lichess.org/WvhRgxYM
French Defense: Classical Variation, Frankfurt Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8 6. Be3 b6	https://lichess.org/iSBkRjjI
French Defense: Classical Variation, Normal Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7	https://lichess.org/mLJR4Lt5
French Defense: Classical Variation, Richter Attack 1	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6	https://lichess.org/GViS632m
French Defense: Classical Variation, Richter Attack 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. Bxf6 Bxf6 6. e5 Be7 7. Qg4	https://lichess.org/tu9LS8Wv
French Defense: Classical Variation, Tartakower Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ne4	https://lichess.org/IjRmkTB8
French Defense: Classical Variation, Vistaneckis Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Ng8	https://lichess.org/1mJDUACJ
French Defense: Classical Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7	https://lichess.org/h59plCC9
French Defense: Classical Variation, Alapin Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Nb5	https://lichess.org/uNmI2qLm
French Defense: Classical Variation, Pollock Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qg4	https://lichess.org/Q1Qr8Qyx
French Defense: Classical Variation, Rubinstein Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Qd2	https://lichess.org/NfcYTwCg
French Defense: Classical Variation, Stahlberg Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4 O-O 8. Nf3 c5 9. Qd2 Nc6 10. O-O-O c4	https://lichess.org/tyVfp7BD
French Defense: Classical Variation, Steinitz Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. f4	https://lichess.org/G5hDUSrj
French Defense: Classical Variation, Tarrasch Variation	1. e4 e6 2. d4 d5 3. Nc3 Nf6 4. Bg5 Be7 5. e5 Nfd7 6. Bxe7 Qxe7 7. Bd3	https://lichess.org/s42CPvJ0
French Defense: MacCutcheon Variation, Wolf Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 Nf6 5. Bg5	https://lichess.org/KIgNOX2O
French Defense: Winawer Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4	https://lichess.org/fNOTwImo
French Defense: Winawer Variation, Alekhine Gambit Accepted	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+	https://lichess.org/pc8yuXcA
French Defense: Winawer Variation, Alekhine Gambit, Alatortsev Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Be7 6. Nxe4 Nf6 7. N2g3 O-O 8. Be2 Nc6	https://lichess.org/3T3ayPqR
French Defense: Winawer Variation, Alekhine Gambit, Kan Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2 dxe4 5. a3 Bxc3+ 6. Nxc3 Nc6	https://lichess.org/tqBs3dbk
French Defense: Winawer Variation, Alekhine-Maróczy Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Ne2	https://lichess.org/UyQJzZg1
French Defense: Winawer Variation, Delayed Exchange Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5	https://lichess.org/V0eThe8v
French Defense: Winawer Variation, Exchange Variation, Canal Attack	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. exd5 exd5 5. Bd3 Ne7 6. Qh5	https://lichess.org/KcFjaVlP
French Defense: Winawer Variation, Fingerslip Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2	https://lichess.org/cScetFFZ
French Defense: Winawer Variation, Fingerslip Variation, Kunin Double Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Qxd4	https://lichess.org/DrOIzMTb
French Defense: Winawer Variation, Fingerslip Variation, Main Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 dxe4 5. Qg4 Nf6 6. Qxg7 Rg8 7. Qh6	https://lichess.org/vll0h2yi
French Defense: Winawer Variation, Fingerslip Variation, Schwarz's Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd2 Ne7 5. Nb1	https://lichess.org/oNULwZtO
French Defense: Winawer Variation, Kondratiyev Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. Bd3 c5 5. exd5 Qxd5 6. Bd2	https://lichess.org/3vI9zN1A
French Defense: Winawer Variation, Winckelmann-Riemer Gambit	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. a3	https://lichess.org/vX6elHfd
French Defense: Winawer Variation, Advance Variation 1	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5	https://lichess.org/3HF4I8Sc
French Defense: Winawer Variation, Petrosian Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 Qd7	https://lichess.org/8M20lgE7
French Defense: Winawer Variation, Advance Variation 2	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5	https://lichess.org/OSj3VN2K
French Defense: Winawer Variation, Advance Variation 3	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3	https://lichess.org/GTaDsHGj
French Defense: Winawer Variation, Advance Variation 4	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3 7. Nf3	https://lichess.org/7jFEGtKd
French Defense: Winawer Variation, Advance Variation, Moscow Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Qg4	https://lichess.org/1oOKO3Py
French Defense: Winawer Variation, Bogoljubov Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2	https://lichess.org/7QIH1Vbm
French Defense: Winawer Variation, Bogoljubov Variation, Icelandic Defense	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. Bd2 Ne7 6. f4	https://lichess.org/VM0Pn9fN
French Defense: Winawer Variation, Maróczy-Wallis Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 cxd4 6. axb4 dxc3	https://lichess.org/xnpau5R7
French Defense: Winawer Variation, Retreat Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5	https://lichess.org/OLDBDTaA
French Defense: Winawer Variation, Retreat Variation, Armenian Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Ba5 6. b4 cxd4	https://lichess.org/sYfVm5Iu
French Defense: Winawer Variation, Advance Variation 5	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3	https://lichess.org/Sa7YphGv
French Defense: Winawer Variation, Classical Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Qc7	https://lichess.org/tbSpFC9D
French Defense: Winawer Variation, Advance Variation 6	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7	https://lichess.org/rWHcIb9n
French Defense: Winawer Variation, Advance Variation 7	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. a4	https://lichess.org/0d1pe0X1
French Defense: Winawer Variation, Poisoned Pawn Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4	https://lichess.org/Yfc9u7Wd
French Defense: Winawer Variation, Poisoned Pawn Variation, Main Line	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Ne2	https://lichess.org/lwjLbTvp
French Defense: Winawer Variation, Poisoned Pawn Variation, Paoli Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Qg4 Qc7 8. Qxg7 Rg8 9. Qxh7 cxd4 10. Kd1	https://lichess.org/AutWsZvR
French Defense: Winawer Variation, Positional Variation	1. e4 e6 2. d4 d5 3. Nc3 Bb4 4. e5 c5 5. a3 Bxc3+ 6. bxc3 Ne7 7. Nf3	https://lichess.org/PMkEXpeg
Barnes Opening: Walkerling	1. f3 e5 2. e4 Nf6 3. Bc4	https://lichess.org/6lqASHht
Bongcloud Attack	1. e4 e5 2. Ke2	https://lichess.org/yELP47pJ
Center Game 1	1. e4 e5 2. d4	https://lichess.org/2NDAxRmF
English Opening: The Whale	1. e4 e5 2. c4	https://lichess.org/tdbA9I1s
King's Pawn Game	1. e4 e5	https://lichess.org/Z1lleVM8
King's Pawn Game: Alapin Opening	1. e4 e5 2. Ne2	https://lichess.org/7jJVm691
King's Pawn Game: Bavarian Gambit	1. e4 e5 2. c4 d5	https://lichess.org/74np8loa
King's Pawn Game: Beyer Gambit	1. e4 e5 2. d4 d5	https://lichess.org/17Sge8LZ
King's Pawn Game: Clam Variation, King's Gambit Reversed	1. e4 e5 2. d3 f5	https://lichess.org/9wFBmFZ2
King's Pawn Game: King's Head Opening 1	1. e4 e5 2. f3	https://lichess.org/MZk3MQKQ
King's Pawn Game: King's Head Opening 2	1. e4 e5 2. f3 Nf6 3. Nc3	https://lichess.org/qBjV4XaF
King's Pawn Game: Leonardis Variation	1. e4 e5 2. d3	https://lichess.org/Qkh5U9qe
King's Pawn Game: Macleod Attack	1. e4 e5 2. c3	https://lichess.org/n20uvhoM
King's Pawn Game: Macleod Attack, Lasa Gambit	1. e4 e5 2. c3 f5	https://lichess.org/Rmvo63p8
King's Pawn Game: Macleod Attack, Norwalde Gambit	1. e4 e5 2. c3 d5 3. Qh5 Bd6	https://lichess.org/J96ujJXc
King's Pawn Game: Mengarini's Opening	1. e4 e5 2. a3	https://lichess.org/0pSYvLDJ
King's Pawn Game: Napoleon Attack	1. e4 e5 2. Qf3	https://lichess.org/PIXlEgUB
King's Pawn Game: Philidor Gambit	1. e4 e5 2. d4 d6 3. dxe5 Bd7	https://lichess.org/2DdIHOKY
King's Pawn Game: Tortoise Opening	1. e4 e5 2. Bd3	https://lichess.org/sSDcN5oh
King's Pawn Game: Wayward Queen Attack	1. e4 e5 2. Qh5	https://lichess.org/qKmyo2OK
King's Pawn Game: Wayward Queen Attack, Kiddie Countergambit	1. e4 e5 2. Qh5 Nf6	https://lichess.org/WZrJUtJ7
King's Pawn Game: Wayward Queen Attack, Mellon Gambit	1. e4 e5 2. Qh5 Nc6 3. Bc4 Nh6 4. d3 g6 5. Qf3 f6 6. Ne2 d5	https://lichess.org/vF4TyMUS
King's Pawn Game: Weber Gambit	1. e4 e5 2. d3 d5 3. exd5 c6 4. dxc6 Nxc6	https://lichess.org/pcW8SqE3
King's Pawn Opening	1. e4 e5 2. b3	https://lichess.org/FXJL6Nrw
King's Pawn Opening: Speers	1. e4 e5 2. Qg4 Nf6 3. Qf5	https://lichess.org/8NgJxRO8
King's Pawn Opening: Van Hooydoon Gambit	1. e4 e5 2. Qe2 Nc6 3. c3 Nf6 4. Nf3 Bc5 5. d4 exd4 6. cxd4 Nxd4	https://lichess.org/z7eN0bDV
Portuguese Opening	1. e4 e5 2. Bb5	https://lichess.org/ZSh6S3WT
Portuguese Opening: Miguel Gambit	1. e4 e5 2. Bb5 Bc5 3. b4	https://lichess.org/4gmZNGkP
Portuguese Opening: Portuguese Gambit	1. e4 e5 2. Bb5 Nf6 3. d4	https://lichess.org/JebpSPZ8
Center Game 2	1. e4 e5 2. d4 exd4 3. Qxd4	https://lichess.org/dfObwHje
Center Game Accepted	1. e4 e5 2. d4 exd4	https://lichess.org/joTcqzGL
Center Game: Halasz-McDonnell Gambit	1. e4 e5 2. d4 exd4 3. f4	https://lichess.org/mrogskOM
Center Game: Halasz-McDonnell Gambit, Crocodile Variation	1. e4 e5 2. d4 exd4 3. f4 Bc5 4. Nf3 Nc6 5. c3	https://lichess.org/W98O5Bea
Center Game: Kieseritzky Variation 1	1. e4 e5 2. d4 exd4 3. Nf3	https://lichess.org/LckEbjhx
Center Game: Kieseritzky Variation 2	1. e4 e5 2. d4 exd4 3. Nf3 c5	https://lichess.org/9aWvftLG
Center Game: Kieseritzky Variation 3	1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4	https://lichess.org/GcXQovQl
Center Game: Kieseritzky Variation 4	1. e4 e5 2. d4 exd4 3. Nf3 c5 4. Bc4 b5	https://lichess.org/wL1t1Ab0
Center Game: Lanc-Arnold Gambit	1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3	https://lichess.org/U9miqwfi
Center Game: Lanc-Arnold Gambit, Schippler Gambit	1. e4 e5 2. d4 exd4 3. Nf3 Bc5 4. c3 dxc3 5. Bc4	https://lichess.org/4b3gvaH6
Center Game: Ross Gambit	1. e4 e5 2. d4 exd4 3. Bd3	https://lichess.org/vewIWggC
Center Game: von der Lasa Gambit	1. e4 e5 2. d4 exd4 3. Bc4	https://lichess.org/4qJoy3q3
Danish Gambit	1. e4 e5 2. d4 exd4 3. c3	https://lichess.org/8Lf40HYE
Danish Gambit Accepted	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2	https://lichess.org/Lkvqq0Zt
Danish Gambit Accepted: Chigorin Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Qe7	https://lichess.org/KWyZFzts
Danish Gambit Accepted: Classical Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Nf6	https://lichess.org/LCo0Qo4h
Danish Gambit Accepted: Copenhagen Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 Bb4+	https://lichess.org/EiC7y5kl
Danish Gambit Accepted: Schlechter Defense	1. e4 e5 2. d4 exd4 3. c3 dxc3 4. Bc4 cxb2 5. Bxb2 d5	https://lichess.org/4F3b0XX7
Danish Gambit Accepted: Svenonius Defense	1. e4 e5 2. d4 exd4 3. c3 Ne7	https://lichess.org/N7ejn4Qn
Danish Gambit Declined: Sorensen Defense	1. e4 e5 2. d4 exd4 3. c3 d5	https://lichess.org/PEAygMnw
Center Game: Berger Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6	https://lichess.org/z3hGNh8X
Center Game: Charousek Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Bb4+ 5. c3 Be7	https://lichess.org/3EXAG9G6
Center Game: Hall Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qc4	https://lichess.org/2Q03R3W2
Center Game: Kupreichik Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 Nf6 5. Nc3 Bb4 6. Bd2 O-O 7. O-O-O Re8 8. Bc4 d6 9. Nh3	https://lichess.org/r7ijCYHA
Center Game: Normal Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6	https://lichess.org/UGOSIpe9
Center Game: Paulsen Attack Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3	https://lichess.org/IMBlWMJM
Center Game: l'Hermet Variation	1. e4 e5 2. d4 exd4 3. Qxd4 Nc6 4. Qe3 f5	https://lichess.org/YjfJtZn4
Bishop's Opening	1. e4 e5 2. Bc4	https://lichess.org/kk9HxrfF
Bishop's Opening: Anderssen Gambit	1. e4 e5 2. Bc4 b5 3. Bxb5 c6	https://lichess.org/HP0shMC1
Bishop's Opening: Boi Variation	1. e4 e5 2. Bc4 Bc5	https://lichess.org/5MLTQm54
Bishop's Opening: Calabrese Countergambit	1. e4 e5 2. Bc4 f5	https://lichess.org/uZnIWCMK
Bishop's Opening: Calabrese Countergambit, Jaenisch Variation	1. e4 e5 2. Bc4 f5 3. d3	https://lichess.org/DEyZXLkD
Bishop's Opening: Four Pawns Gambit	1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4 exf4 5. Nf3 Be7 6. d4 Bh4+ 7. g3 fxg3 8. O-O gxh2+ 9. Kh1	https://lichess.org/BqghCkAe
Bishop's Opening: Khan Gambit	1. e4 e5 2. Bc4 d5	https://lichess.org/tBcqwYyn
Bishop's Opening: Lewis Countergambit 1	1. e4 e5 2. Bc4 Bc5 3. c3 d5	https://lichess.org/Fis9qKZ9
Bishop's Opening: Lewis Countergambit 2	1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6	https://lichess.org/4tSmwxoM
Bishop's Opening: Lewis Countergambit, Walker Variation	1. e4 e5 2. Bc4 Bc5 3. c3 d5 4. Bxd5 Nf6 5. d4	https://lichess.org/ITm1LCo9
Bishop's Opening: Lewis Gambit	1. e4 e5 2. Bc4 Bc5 3. d4	https://lichess.org/xMtaw8Jj
Bishop's Opening: Lisitsyn Variation	1. e4 e5 2. Bc4 c6 3. d4 d5 4. exd5 cxd5 5. Bb5+ Bd7 6. Bxd7+ Nxd7 7. dxe5 Nxe5 8. Ne2	https://lichess.org/y48NLjCJ
Bishop's Opening: Lopez Gambit	1. e4 e5 2. Bc4 Bc5 3. Qe2 Nc6 4. c3 Nf6 5. f4	https://lichess.org/jYmwsDQu
Bishop's Opening: Lopez Variation	1. e4 e5 2. Bc4 Bc5 3. Qe2	https://lichess.org/OOGT5qcV
Bishop's Opening: Lopez Variation, Lopez Gambit	1. e4 e5 2. Bc4 Bc5 3. Qe2 Nf6 4. f4	https://lichess.org/GXDGuglt
Bishop's Opening: McDonnell Gambit	1. e4 e5 2. Bc4 Bc5 3. b4	https://lichess.org/RUywyQFp
Bishop's Opening: McDonnell Gambit, La Bourdonnais-Denker Gambit	1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. c3	https://lichess.org/eAwUPHgj
Bishop's Opening: McDonnell Gambit, McDonnell Double Gambit	1. e4 e5 2. Bc4 Bc5 3. b4 Bxb4 4. f4	https://lichess.org/FBDtvBnw
Bishop's Opening: Philidor Counterattack	1. e4 e5 2. Bc4 c6	https://lichess.org/V0eKbJ6y
Bishop's Opening: Philidor Variation	1. e4 e5 2. Bc4 Bc5 3. c3	https://lichess.org/HWl8ttFH
Bishop's Opening: Pratt Variation	1. e4 e5 2. Bc4 Bc5 3. c3 Nf6 4. d4 exd4 5. e5 d5 6. exf6 dxc4 7. Qh5 O-O	https://lichess.org/iUzsZ2mq
Bishop's Opening: Stein Gambit	1. e4 e5 2. Bc4 Bc5 3. f4	https://lichess.org/X6OrdtfK
Bishop's Opening: Thorold Gambit	1. e4 e5 2. Bc4 b5 3. Bxb5 f5	https://lichess.org/MMGpspqm
Bishop's Opening: del Rio Variation	1. e4 e5 2. Bc4 Bc5 3. c3 Qg5	https://lichess.org/kavmAxHE
Bishop's Opening: Berlin Defense	1. e4 e5 2. Bc4 Nf6	https://lichess.org/4B2cqTZa
Bishop's Opening: Berlin Defense, Greco Gambit	1. e4 e5 2. Bc4 Nf6 3. f4	https://lichess.org/OxVjhGEC
Bishop's Opening: Kitchener Folly	1. e4 e5 2. Bc4 Nf6 3. d3 Be7 4. Nf3 O-O	https://lichess.org/4MnsXwdF
Bishop's Opening: Krejcik Gambit	1. e4 e5 2. Bc4 Nf6 3. f3 Bc5 4. Ne2 Nc6 5. b4	https://lichess.org/ToWrsltg
Bishop's Opening: Pachman Gambit	1. e4 e5 2. Bc4 Nf6 3. Ne2 Nxe4 4. Nec3	https://lichess.org/QhvMnWTS
Bishop's Opening: Ponziani Gambit	1. e4 e5 2. Bc4 Nf6 3. d4	https://lichess.org/ANVcrs59
Bishop's Opening: Urusov Gambit, Panov Variation	1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. Nf3 d5 5. exd5 Bb4+ 6. c3 Qe7+	https://lichess.org/cNgrP5VE
Bishop's Opening: Vienna Hybrid	1. e4 e5 2. Bc4 Nf6 3. d3 Nc6 4. Nc3	https://lichess.org/qJUFRTTm
Bishop's Opening: Warsaw Gambit	1. e4 e5 2. Bc4 Nf6 3. d4 exd4 4. c3	https://lichess.org/gSVxS5ia
Vienna Game	1. e4 e5 2. Nc3	https://lichess.org/Co6jdTdK
Vienna Game: Anderssen Defense	1. e4 e5 2. Nc3 Bc5	https://lichess.org/GSQTtW6S
Vienna Game: Fyfe Gambit	1. e4 e5 2. Nc3 Nc6 3. d4	https://lichess.org/TZfWQMfw
Vienna Game: Giraffe Attack	1. e4 e5 2. Nc3 Bc5 3. Qg4	https://lichess.org/UKksUsUT
Vienna Game: Hamppe-Meitner Variation	1. e4 e5 2. Nc3 Bc5 3. Na4	https://lichess.org/1R881ltt
Vienna Game: Hamppe-Muzio Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O	https://lichess.org/lpNuog6y
Vienna Game: Hamppe-Muzio, Dubois Variation	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O gxf3 7. Qxf3 Ne5 8. Qxf4 Qf6	https://lichess.org/ijFcB09J
Vienna Game: Max Lange Defense	1. e4 e5 2. Nc3 Nc6	https://lichess.org/PkupuKts
Vienna Game: Omaha Gambit	1. e4 e5 2. Nc3 d6 3. f4	https://lichess.org/UaW2ZPrk
Vienna Game: Paulsen Variation 1	1. e4 e5 2. Nc3 Nc6 3. g3	https://lichess.org/u9r6XG2T
Vienna Game: Paulsen Variation 2	1. e4 e5 2. Nc3 Nc6 3. g3 Nf6 4. Bg2 Bc5 5. Nge2 d5	https://lichess.org/FhHEpZcH
Vienna Game: Paulsen Variation, Mariotti Gambit	1. e4 e5 2. Nc3 Nc6 3. g3 Bc5 4. Bg2 h5 5. Nf3 h4	https://lichess.org/tZzexEOQ
Vienna Game: Philidor Countergambit	1. e4 e5 2. Nc3 Nc6 3. d4 f5	https://lichess.org/JEFHhwU6
Vienna Game: Pierce Gambit, Rushmere Attack	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4 g4 6. Bc4 gxf3 7. O-O d5 8. exd5 Bg4 9. dxc6	https://lichess.org/8RQxjbkq
Vienna Game: Stanley Variation, Meitner-Mieses Gambit	1. e4 e5 2. Nc3 Nc6 3. Bc4 Bc5 4. Qg4 Qf6 5. Nd5	https://lichess.org/08VPSKCr
Vienna Game: Vienna Gambit 1	1. e4 e5 2. Nc3 Nc6 3. f4	https://lichess.org/VVmo4xaF
Vienna Game: Vienna Gambit, Cunningham Defense	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 Be7	https://lichess.org/n3JpO1BC
Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. h4 g4 6. Ng5	https://lichess.org/JuTdZNAO
Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Alapin Variation	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. h4 g4 6. Ng5 d6	https://lichess.org/4hpq4v42
Vienna Game: Vienna Gambit, Hamppe-Allgaier Gambit, Thorold Variation	1. e4 e5 2. f4 exf4 3. Nf3 Nc6 4. Nc3 g5 5. h4 g4 6. Ng5 h6 7. Nxf7 Kxf7 8. d4	https://lichess.org/x5wkNdVF
Vienna Game: Vienna Gambit, Hamppe-Muzio Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. Bc4 g4 6. O-O gxf3	https://lichess.org/ghVMMfNO
Vienna Game: Vienna Gambit, Pierce Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3 g5 5. d4	https://lichess.org/A3WbxCGv
Vienna Game: Vienna Gambit, Quelle Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 Bc5 4. fxe5 d6	https://lichess.org/Y7IUzCfu
Vienna Game: Vienna Gambit, Steinitz Gambit	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4	https://lichess.org/Vnk0K2VG
Vienna Game: Vienna Gambit, Steinitz Gambit, Fraser-Minckwitz Defense	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 b6	https://lichess.org/sBGJy7zs
Vienna Game: Vienna Gambit, Steinitz Gambit, Knight Variation	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. Nf3	https://lichess.org/WId4Eh9H
Vienna Game: Vienna Gambit, Steinitz Gambit, Main Line	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2	https://lichess.org/IHzFKam2
Vienna Game: Vienna Gambit, Steinitz Gambit, Paulsen Defense	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 d6	https://lichess.org/d7ceFu7Y
Vienna Game: Vienna Gambit, Steinitz Gambit, Sörensen Defense	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 g5	https://lichess.org/oGhwlEPI
Vienna Game: Vienna Gambit, Steinitz Gambit, Zukertort Defense	1. e4 e5 2. Nc3 Nc6 3. f4 exf4 4. d4 Qh4+ 5. Ke2 d5	https://lichess.org/htJthaOD
Vienna Game: Zhuravlev Countergambit	1. e4 e5 2. Nc3 Bb4 3. Qg4 Nf6	https://lichess.org/MvfH4xgZ
Bishop's Opening: Horwitz Gambit	1. e4 e5 2. Bc4 Nf6 3. Nc3 b5	https://lichess.org/6CfnTdBL
Bishop's Opening: Vienna Hybrid, Spielmann Attack	1. e4 e5 2. Nc3 Nf6 3. Bc4 Bc5 4. d3	https://lichess.org/eIr6rU5I
Vienna Game: Falkbeer Variation	1. e4 e5 2. Nc3 Nf6	https://lichess.org/ysq3kDLR
