name.unique	san	url
Sicilian Defense: Katalimov Variation	1. e4 c5 2. Nf3 b6	https://lichess.org/Qy3A7kF6
Sicilian Defense: Mongoose Variation	1. e4 c5 2. Nf3 Qa5	https://lichess.org/9MmHF3SZ
Sicilian Defense: Polish Gambit	1. e4 c5 2. Nf3 b5	https://lichess.org/fdYCNwXe
Sicilian Defense: Quinteros Variation	1. e4 c5 2. Nf3 Qc7	https://lichess.org/qDTuROX2
Sicilian Defense: O'Kelly Variation	1. e4 c5 2. Nf3 a6	https://lichess.org/SXBvNIZM
Sicilian Defense: O'Kelly Variation, Aronin System	1. e4 c5 2. Nf3 a6 3. Be2	https://lichess.org/HncFr9GM
Sicilian Defense: O'Kelly Variation, Kieseritzky System	1. e4 c5 2. Nf3 a6 3. b3	https://lichess.org/l2UwL4S9
Sicilian Defense: O'Kelly Variation, Maróczy Bind	1. e4 c5 2. Nf3 a6 3. c4	https://lichess.org/FrbVEFO8
Sicilian Defense: O'Kelly Variation, Maróczy Bind, Paulsen Line	1. e4 c5 2. Nf3 a6 3. c4 e6	https://lichess.org/S31DiFIf
Sicilian Defense: O'Kelly Variation, Maróczy Bind, Robatsch Line	1. e4 c5 2. Nf3 a6 3. c4 d6	https://lichess.org/K91atwj4
Sicilian Defense: O'Kelly Variation, Normal System	1. e4 c5 2. Nf3 a6 3. d4	https://lichess.org/O43t7YzK
Sicilian Defense: O'Kelly Variation, Normal System, Cortlever Gambit	1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Bc4	https://lichess.org/yAGPKB7i
Sicilian Defense: O'Kelly Variation, Normal System, Smith-Morra Line	1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. c3	https://lichess.org/xVd5IuOr
Sicilian Defense: O'Kelly Variation, Normal System, Taimanov Line	1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Nxd4 e5	https://lichess.org/KAjzcRkd
Sicilian Defense: O'Kelly Variation, Normal System, Zagorovsky Line	1. e4 c5 2. Nf3 a6 3. d4 cxd4 4. Qxd4	https://lichess.org/wfZKyx5v
Sicilian Defense: O'Kelly Variation, Quiet System	1. e4 c5 2. Nf3 a6 3. d3	https://lichess.org/XUtp8Qme
Sicilian Defense: O'Kelly Variation, Réti System	1. e4 c5 2. Nf3 a6 3. g3	https://lichess.org/22CptKlU
Sicilian Defense: O'Kelly Variation, Venice System	1. e4 c5 2. Nf3 a6 3. c3	https://lichess.org/TaSJEkIy
Sicilian Defense: O'Kelly Variation, Venice System, Barcza Line	1. e4 c5 2. Nf3 a6 3. c3 Nf6	https://lichess.org/cRO6Zsk5
Sicilian Defense: O'Kelly Variation, Venice System, Gambit Line	1. e4 c5 2. Nf3 a6 3. c3 d5 4. exd5 Nf6	https://lichess.org/hJIxEzmO
Sicilian Defense: O'Kelly Variation, Venice System, Ljubojevic Line	1. e4 c5 2. Nf3 a6 3. c3 b5	https://lichess.org/KsKzVPXi
Sicilian Defense: O'Kelly Variation, Venice System, Steiner Line	1. e4 c5 2. Nf3 a6 3. c3 d6	https://lichess.org/I43PKcrV
Sicilian Defense: O'Kelly Variation, Wing Gambit	1. e4 c5 2. Nf3 a6 3. b4	https://lichess.org/cNjP7n1o
Sicilian Defense: O'Kelly Variation, Yerevan System	1. e4 c5 2. Nf3 a6 3. Nc3	https://lichess.org/05FPn8Jg
Sicilian Defense: Nimzowitsch Variation	1. e4 c5 2. Nf3 Nf6	https://lichess.org/Tj9qUVFm
Sicilian Defense: Nimzowitsch Variation, Advance Variation	1. e4 c5 2. Nf3 Nf6 3. e5	https://lichess.org/rEGPZZDo
Sicilian Defense: Nimzowitsch Variation, Closed Variation	1. e4 c5 2. Nf3 Nf6 3. Nc3	https://lichess.org/ES0PVTTw
Sicilian Defense: Nimzowitsch Variation, Exchange Variation	1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 Nxc3	https://lichess.org/Gg3NzXkX
Sicilian Defense: Nimzowitsch Variation, Main Line	1. e4 c5 2. Nf3 Nf6 3. e5 Nd5 4. Nc3 e6 5. Nxd5 exd5 6. d4 Nc6	https://lichess.org/Cn1rA0BP
Sicilian Defense: Closed, Anti-Sveshnikov Variation, Kharlov-Kramnik Line	1. e4 c5 2. Nf3 Nc6 3. Nc3 e5 4. Bc4 Be7 5. d3 d6 6. Nd2 Bg5	https://lichess.org/XsFmNTpJ
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack	1. e4 c5 2. Nf3 Nc6 3. Bb5	https://lichess.org/kH4k92fd
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, San Francisco Gambit	1. e4 c5 2. Nf3 Nc6 3. Bb5 Na5 4. b4	https://lichess.org/mNmwkv32
Sicilian Defense: Old Sicilian	1. e4 c5 2. Nf3 Nc6	https://lichess.org/SHR5Nlod
Sicilian Defense: Rossolimo Variation, Brooklyn Retreat Defense	1. e4 c5 2. Nf3 Nc6 3. Bb5 Nb8	https://lichess.org/517cBAhO
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation	1. e4 c5 2. Nf3 Nc6 3. Bb5 g6	https://lichess.org/CbNMILOL
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Gufeld Gambit	1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 e5 6. d4	https://lichess.org/NyHvyGo1
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Lutikov Gambit	1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. d4	https://lichess.org/rnCf1w9F
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Fianchetto Variation, Totsky Attack	1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. c3 Nf6 6. Qa4	https://lichess.org/0cl0mqi7
Sicilian Defense: Nyezhmetdinov-Rossolimo Attack, Gurgenidze Variation	1. e4 c5 2. Nf3 Nc6 3. Bb5 g6 4. O-O Bg7 5. Re1 e5 6. b4	https://lichess.org/7sC6z1ko
Sicilian Defense: Accelerated Dragon 1	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6	https://lichess.org/5aCWNqf6
Sicilian Defense: Flohr Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qc7	https://lichess.org/Wo1ELUR2
Sicilian Defense: Franco-Sicilian Variation	1. e4 c5 2. Nf3 Nc6 3. d4 e6	https://lichess.org/cKXKRTuR
Sicilian Defense: Godiva Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Qb6	https://lichess.org/FMzqlXRB
Sicilian Defense: Kalashnikov Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5 5. Nb5 d6	https://lichess.org/TV2xmf8X
Sicilian Defense: Löwenthal Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 e5	https://lichess.org/rtjMwRcE
Sicilian Defense: Nimzo-American Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 d5	https://lichess.org/GDjyK2Lw
Sicilian Defense: O'Kelly Variation, Maróczy Bind, Geller Line	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 a6 5. c4 e5	https://lichess.org/rDgY2hHg
Sicilian Defense: Open 1	1. e4 c5 2. Nf3 Nc6 3. d4	https://lichess.org/jRZPAiPc
Sicilian Defense: Open 2	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4	https://lichess.org/l8MwX7ZA
Sicilian Defense: Open 3	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4	https://lichess.org/N8cgjwV2
Sicilian Defense: Four Knights Variation, Cobra Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e6 6. Ndb5 Bc5	https://lichess.org/i9jtCTBY
Sicilian Defense: Lasker-Pelikan Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5	https://lichess.org/ZylaGmXe
Sicilian Defense: Lasker-Pelikan Variation, Bird Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 Be6	https://lichess.org/r09cibVC
Sicilian Defense: Lasker-Pelikan Variation, Exchange Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nxc6	https://lichess.org/orYE78Zi
Sicilian Defense: Lasker-Pelikan Variation, Retreat Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nf3	https://lichess.org/yl0OuE4L
Sicilian Defense: Lasker-Pelikan Variation, Schlechter Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Nb3	https://lichess.org/WHaqgNAV
Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation 1	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5	https://lichess.org/WxTw8G5x
Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation 2	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 f5	https://lichess.org/nPYeePKr
Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Chelyabinsk Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Nd5	https://lichess.org/opTufdYI
Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Novosibirsk Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 Bg7	https://lichess.org/wxDCpZ3e
Sicilian Defense: Lasker-Pelikan Variation, Sveshnikov Variation, Peresypkin's Sacrifice	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Ndb5 d6 7. Bg5 a6 8. Na3 b5 9. Bxf6 gxf6 10. Nd5 f5 11. Bxb5	https://lichess.org/HHueujWL
Sicilian Defense: Open 4	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6	https://lichess.org/j9S4VzXa
Sicilian Defense: Accelerated Dragon, Exchange Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nxc6	https://lichess.org/zwBbDD2H
Sicilian Defense: Accelerated Dragon, Modern Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3	https://lichess.org/Y9PBotLf
Sicilian Defense: Accelerated Dragon, Modern Bc4 Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 Nf6 7. Bc4	https://lichess.org/SoDRZ5jR
Sicilian Defense: Dragon Variation, Modern Bc4 Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. Nc3 Bg7 6. Be3 Nf6 7. Bc4 d6	https://lichess.org/Wvil346L
Sicilian Defense: Accelerated Dragon, Maróczy Bind 1	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4	https://lichess.org/qM80VWKh
Sicilian Defense: Accelerated Dragon, Maróczy Bind, Gurgenidze Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Nf6 6. Nc3 Nxd4 7. Qxd4 d6	https://lichess.org/9HSr5g6W
Sicilian Defense: Accelerated Fianchetto, Maróczy Bind	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7	https://lichess.org/eVOpPodq
Sicilian Defense: Accelerated Fianchetto, Simagin Variation	1. Nf3 c5 2. c4 g6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc2 Bg7 6. e4 d6 7. Be2 Nh6	https://lichess.org/45xHaz6Y
Sicilian Defense: Accelerated Dragon, Maróczy Bind 2	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3	https://lichess.org/Fb2NwFxN
Sicilian Defense: Accelerated Dragon, Maróczy Bind, Breyer Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 g6 5. c4 Bg7 6. Be3 Nf6 7. Nc3 Ng4	https://lichess.org/BO5FS9IB
Sicilian Defense: Alapin Variation, Sherzer Variation	1. e4 c5 2. Nf3 e6 3. c3 Nf6 4. e5 Nd5 5. d4 Nc6	https://lichess.org/saSwdzJj
Sicilian Defense: Delayed Alapin Variation	1. e4 c5 2. Nf3 e6 3. c3	https://lichess.org/gwzZX0ty
Sicilian Defense: Four Knights Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6	https://lichess.org/VeIXD23Q
Sicilian Defense: Four Knights Variation, Exchange Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Nxc6	https://lichess.org/HUhgklFc
Sicilian Defense: French Variation	1. e4 c5 2. Nf3 e6	https://lichess.org/QhcMw5oK
Sicilian Defense: French Variation, Normal	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6	https://lichess.org/1KX4vc1Z
Sicilian Defense: French Variation, Open	1. e4 c5 2. Nf3 e6 3. d4 cxd4	https://lichess.org/dzmWK13m
Sicilian Defense: French Variation, Westerinen Attack	1. e4 c5 2. Nf3 e6 3. b3	https://lichess.org/7dxuRY5r
Sicilian Defense: Gaw-Paw Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Qb6	https://lichess.org/XslInu0s
Sicilian Defense: Kan Variation, Wing Attack, Fianchetto Variation	1. e4 c5 2. Nf3 e6 3. Nc3 a6 4. g3 b5 5. d4 cxd4 6. Nxd4	https://lichess.org/5Z0oFFRQ
Sicilian Defense: Kramnik Variation	1. e4 c5 2. Nf3 e6 3. c4	https://lichess.org/1pLkUPSv
Sicilian Defense: Kveinis Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Qb6	https://lichess.org/RrPaxZTi
Sicilian Defense: Marshall Counterattack	1. e4 c5 2. Nf3 e6 3. d4 d5	https://lichess.org/7uxFosDp
Sicilian Defense: Paulsen-Basman Defense	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Bc5	https://lichess.org/9f9c0faG
Sicilian Defense: Pin Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4	https://lichess.org/VM6INCDH
Sicilian Defense: Pin Variation, Jaffe Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. Bd3 e5	https://lichess.org/UXt5Jm5w
Sicilian Defense: Pin Variation, Koch Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bb4 6. e5	https://lichess.org/33dcaBTi
Sicilian Defense: Smith-Morra Gambit Deferred	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. c3	https://lichess.org/AenJNRMY
Sicilian Defense: Wing Gambit Deferred	1. e4 c5 2. Nf3 e6 3. b4	https://lichess.org/MTu6w8hT
Sicilian Defense: Kan Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6	https://lichess.org/9XBngPeE
Sicilian Defense: Kan Variation, Maróczy Bind, Bronstein Variation 1	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6	https://lichess.org/Os9pDz82
Sicilian Defense: Kan Variation, Maróczy Bind, Bronstein Variation 2	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 Nf6 6. Nc3 Bb4 7. Bd3 Nc6 8. Bc2	https://lichess.org/rIzDDvwh
Sicilian Defense: Kan Variation, Maróczy Bind, Hedgehog Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4 g6	https://lichess.org/JW2uFG0E
Sicilian Defense: Kan Variation, Maróczy Bind, Réti Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. c4	https://lichess.org/mSmUbEIW
Sicilian Defense: Kan Variation, Gipslis Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Nf6 6. O-O d6 7. c4 g6	https://lichess.org/LhlLTUjD
Sicilian Defense: Kan Variation, Modern Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3	https://lichess.org/XKwwMqF6
Sicilian Defense: Kan Variation, Polugaevsky Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 Bc5	https://lichess.org/SdOtGhPl
Sicilian Defense: Kan Variation, Swiss Cheese Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Bd3 g6	https://lichess.org/eg1w9SMT
Sicilian Defense: Kan Variation, Knight Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3	https://lichess.org/J4OnG6jk
Sicilian Defense: Kan Variation, Wing Attack	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5	https://lichess.org/AW5Ru8LT
Sicilian Defense: Kan Variation, Wing Attack, Christiansen's Dream	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Be3 Bc5 8. Qg4	https://lichess.org/24ndiGGW
Sicilian Defense: Kan Variation, Wing Attack, Spraggett Attack	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 a6 5. Nc3 b5 6. Bd3 Qb6 7. Nf3	https://lichess.org/PJMd1bDu
Sicilian Defense: Taimanov Variation 1	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6	https://lichess.org/QRzGQiHj
Sicilian Defense: Taimanov Variation, Gary Gambit	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 d5	https://lichess.org/MpSIABVW
Sicilian Defense: Taimanov Variation, Modern Line	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5 d6 6. c4 Nf6 7. N1c3 a6 8. Na3 Be7 9. Be2 O-O 10. O-O b6	https://lichess.org/d9HoQk9W
Sicilian Defense: Taimanov Variation, Szén Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nb5	https://lichess.org/yo2ns5Vd
Sicilian Defense: Taimanov Variation, American Attack	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Nf6 6. Ndb5 Bb4 7. Nd6+	https://lichess.org/x19cbwAo
Sicilian Defense: Taimanov Variation, Normal Variation	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3	https://lichess.org/hmeFdTzR
Sicilian Defense: Taimanov Variation 2	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 a6	https://lichess.org/15ySLcEQ
Sicilian Defense: Taimanov Variation, Bastrikov Variation 1	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7	https://lichess.org/Unzs77W3
Sicilian Defense: Taimanov Variation, Bastrikov Variation, Ponomariov Gambit	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Ndb5 Qb8 7. Be3 a6 8. Bb6	https://lichess.org/rHpYNFL7
Sicilian Defense: Taimanov Variation, Bastrikov Variation 2	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3	https://lichess.org/Vx6m4pX4
Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack 1	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. f3	https://lichess.org/1eCSVrRu
Sicilian Defense: Taimanov Variation, Bastrikov Variation, English Attack 2	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Qd2	https://lichess.org/vy5c2kas
Sicilian Defense: Taimanov Variation, Bastrikov Variation 3	1. e4 c5 2. Nf3 e6 3. d4 cxd4 4. Nxd4 Nc6 5. Nc3 Qc7 6. Be3 a6 7. Be2	https://lichess.org/Ty36gBSg
Sicilian Defense 3	1. e4 c5 2. Nf3 d6 3. d4	https://lichess.org/uIGCMuOW
Sicilian Defense 4	1. e4 c5 2. Nf3 d6 3. d4 cxd4	https://lichess.org/h726Zu3v
Sicilian Defense: Delayed Alapin	1. e4 c5 2. Nf3 d6 3. c3	https://lichess.org/qovBxhsV
Sicilian Defense: Delayed Alapin, Basman-Palatnik Double Gambit	1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6 5. d4 cxd4 6. cxd4 Nxe4 7. d5 Qa5+ 8. Nc3 Nxc3 9. bxc3	https://lichess.org/s2EtOMMz
Sicilian Defense: Delayed Alapin, Basman-Palatnik Gambit	1. e4 c5 2. Nf3 d6 3. c3 Nf6 4. Be2 Nc6 5. d4 cxd4 6. cxd4 Nxe4	https://lichess.org/dEH6lo4y
Sicilian Defense: Kotov Gambit	1. e4 c5 2. Nf3 d6 3. g3 b5	https://lichess.org/1mjQ3xl7
Sicilian Defense: Modern Variations	1. e4 c5 2. Nf3 d6	https://lichess.org/TKxfUuCt
Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order	1. e4 c5 2. Nf3 d6 3. d4 Nf6	https://lichess.org/9fdC0r0Z
Sicilian Defense: Modern Variations, Anti-Qxd4 Move Order Accepted	1. e4 c5 2. Nf3 d6 3. d4 Nf6 4. dxc5 Nxe4	https://lichess.org/9W58iXCK
Sicilian Defense: Modern Variations, Tartakower	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. c3	https://lichess.org/jUjwTnAx
Sicilian Defense: Wing Gambit, Deferred Variation	1. e4 c5 2. Nf3 d6 3. b4	https://lichess.org/t5GB6QRV
Sicilian Defense: Canal Attack, Dorfman Gambit	1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. Qe2 g6 6. e5	https://lichess.org/2YzXA9Bf
Sicilian Defense: Canal Attack, Moscow Gambit	1. e4 c5 2. Nf3 d6 3. Bb5+ Nc6 4. O-O Bd7 5. c3 Nf6 6. Re1 a6 7. Bxc6 Bxc6 8. d4 Bxe4 9. Bg5	https://lichess.org/ggpAI1ZI
Sicilian Defense: Moscow Variation	1. e4 c5 2. Nf3 d6 3. Bb5+	https://lichess.org/xWwxplFR
Sicilian Defense: Canal Attack, Haag Gambit	1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. O-O Nc6 6. c3 Nf6 7. d4	https://lichess.org/XG0kGpLJ
Sicilian Defense: Canal Attack, Main Line	1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7	https://lichess.org/qMxvTW27
Sicilian Defense: Moscow Variation, Sokolsky Variation	1. e4 c5 2. Nf3 d6 3. Bb5+ Bd7 4. Bxd7+ Qxd7 5. c4	https://lichess.org/0dxi7aX7
Sicilian Defense: Chekhover Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4	https://lichess.org/JG1VRk32
Sicilian Defense: Chekhover Variation, Zaitsev Defense	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Qxd4 Nc6 5. Bb5 Qd7	https://lichess.org/8GIDarAg
Sicilian Defense: Accelerated Dragon 2	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 g6	https://lichess.org/EaDOWuEO
Sicilian Defense: Modern Variations, Ginsberg Gambit	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Bc4	https://lichess.org/I6eD8tsS
Sicilian Defense: Modern Variations, Main Line	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6	https://lichess.org/FGPfCFHN
Sicilian Defense: Prins Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3	https://lichess.org/IENgXcbR
Sicilian Defense: Prins Variation, Venice Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. f3 e5 6. Bb5+	https://lichess.org/H9Cegoou
Sicilian Defense: Classical Variation 1	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6	https://lichess.org/PGyTLESm
Sicilian Defense: Classical Variation, Fianchetto Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. g3	https://lichess.org/VvUL2Gvv
Sicilian Defense: Kupreichik Variation	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Bd7	https://lichess.org/khSwFVWz
Sicilian Defense: Spielmann Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Nde2	https://lichess.org/na1gnrRs
Sicilian Defense: Venice Attack	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 e5 6. Bb5+	https://lichess.org/Gg5Ge3kO
Sicilian Defense: Yates Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bd3	https://lichess.org/PIBc9vDN
Sicilian Defense: Classical Variation, Anti-Sozin Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4 Qb6	https://lichess.org/PlDAobxh
Sicilian Defense: Magnus Smith Trap	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4 g6 7. Nxc6 bxc6 8. e5	https://lichess.org/SjL16NHv
Sicilian Defense: Sozin, not Scheveningen	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Bc4	https://lichess.org/AWGekJBu
Sicilian Defense: Boleslavsky Variation 1	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2 e5	https://lichess.org/0erJuCID
Sicilian Defense: Boleslavsky Variation, Louma Variation	1. e4 c5 2. Nf3 Nc6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 d6 6. Be2 e5 7. Nxc6	https://lichess.org/qveQdJUI
Sicilian Defense: Classical Variation 2	1. e4 c5 2. Nf3 d6 3. d4 cxd4 4. Nxd4 Nf6 5. Nc3 Nc6 6. Be2	https://lichess.org/US5Mk4QV
